Copying structure from population file,,,,,,,,,,,,,
Note: 2005-2015 values correspond to initial population levels in RICE2010.,,,,,,,,,,,,,
,,,,,,,,,,,,,
RICE Period,Year,US,Europe,Japan,Russia,Eurasia,China,India,MidEast,Africa,LatAm,OHI,Oasia
15,2145-2155,2.9595653,1.294069684,0.667869869,0.801444468,0.869492548,-1.381165345,0.444847312,-0.476253966,-5.436117921,0.230394032,0.362183698,-0.336329677
16,2155-2165,3.406446184,1.519171652,0.77236009,0.911243562,0.984599406,-1.625194415,0.538947407,-0.472875695,-6.374116664,0.300116623,0.428795625,-0.389493776
17,2165-2175,3.880334295,1.757505171,0.882093422,1.026389238,1.105315909,-1.902393829,0.646602052,-0.460002984,-7.370144602,0.379215102,0.499190549,-0.444104324
18,2175-2185,4.384901398,2.010901357,0.998047985,1.147987608,1.23287363,-2.214418957,0.76937971,-0.438189701,-8.432806812,0.468185124,0.573893335,-0.500754678
19,2185-2195,4.923200578,2.281019401,1.121041301,1.27693363,1.368257062,-2.56248692,0.908557703,-0.407733831,-9.569488144,0.567449016,0.653405953,-0.56015575
20,2195-2205,5.497597819,2.569233284,1.251710814,1.41390823,1.512209222,-2.94742938,1.065146792,-0.368756232,-10.78606999,0.677346949,0.738160154,-0.623057657
21,2205-2215,6.109836496,2.876620183,1.390531295,1.55940839,1.665269474,-3.369754308,1.239926671,-0.321274217,-12.08699822,0.798137564,0.828505262,-0.690208593
22,2215-2225,6.761151394,3.203993365,1.537845097,1.713786277,1.827818729,-3.829712169,1.433484401,-0.26525574,-13.47549451,0.930005691,0.924712689,-0.76233522
23,2225-2235,7.452393236,3.551951722,1.693894487,1.877287473,2.000122203,-4.32736415,1.646253085,-0.200653818,-14.9538122,1.073074913,1.026987615,-0.840134563
24,2235-2245,8.184145965,3.920932466,1.858851522,2.050084613,2.182366364,-4.86264935,1.878549438,-0.127425139,-16.52348992,1.227422874,1.135483016,-0.92427185
25,2245-2255,8.956829372,4.311260663,2.032843752,2.232305399,2.374689356,-5.435447688,2.130609139,-0.045537409,-18.18558216,1.393097462,1.250313629,-1.015381513
26,2255-2265,9.770784832,4.723192879,2.215975409,2.424055136,2.577205291,-6.045635953,2.402619037,0.045030571,-19.94085844,1.570132479,1.371568719,-1.114069963
27,2265-2275,10.63009872,5.158762265,2.409191636,2.626356792,2.791006124,-6.695496956,2.69568352,0.144316098,-21.79745234,1.759186231,1.499845716,-1.221497806
28,2275-2285,11.5314786,5.616416614,2.611764848,2.838407161,3.015239326,-7.382832795,3.009123675,0.252354974,-23.74859401,1.959737022,1.6346979,-1.337793319
29,2285-2295,12.47411973,6.095787838,2.823530917,3.060026701,3.249715768,-8.106915589,3.34278835,0.36912917,-25.79252096,2.171625424,1.776020559,-1.463307907
30,2295-2305,13.45875681,6.597239874,3.044671856,3.29141278,3.494647121,-8.868046209,3.696920883,0.494648682,-27.93057043,2.394957457,1.923918211,-1.598557032
31,2305-2315,14.48646078,7.121289622,3.275443105,3.532840409,3.750327759,-9.666825936,4.071881928,0.628958357,-30.16474037,2.629918455,2.078536745,-1.744090852
32,2315-2325,15.55837477,7.668481296,3.51611422,3.784597902,4.017066406,-10.50398184,4.468084193,0.772133823,-32.49716279,2.876727916,2.240027554,-1.900463449
33,2325-2335,16.6757019,8.239382945,3.766966563,4.046984625,4.295183757,-11.38034957,4.885988721,0.924280004,-34.93009059,3.135635516,2.408547144,-2.068231015
34,2335-2345,17.83973971,8.834605509,4.028301409,4.320319904,4.585021934,-12.29688881,5.326114107,1.085531913,-37.46597782,3.40692598,2.584263194,-2.247957025
35,2345-2355,19.05191059,9.454819714,4.300447079,4.604950762,4.886952709,-13.25469841,5.789045454,1.256056201,-40.10754973,3.690923985,2.76735989,-2.440218248
36,2355-2365,20.31378099,10.10076708,4.583763443,4.901256755,5.201382644,-14.25502536,6.275440525,1.436052616,-42.85784737,3.987997396,2.958041458,-2.645610172
37,2365-2375,21.6270714,10.77326613,4.878644324,5.209652548,5.528755835,-15.29926852,6.786033391,1.625755094,-45.72025175,4.298558986,3.156534219,-2.864751658
38,2375-2385,22.99366068,11.4732155,5.185518591,5.530589066,5.869555158,-16.38897887,7.321636334,1.825432425,-48.69849474,4.62306713,3.363087685,-3.09828896
39,2385-2395,24.41558711,12.2015952,5.504850497,5.864553865,6.224302668,-17.52585797,7.883140669,2.035388605,-51.79666236,4.962025883,3.577975062,-3.346899231
40,2395-2405,25.89504787,12.95946683,5.837139642,6.212071089,6.593559583,-18.71175558,8.471516963,2.255962931,-55.01919382,5.315984735,3.801493408,-3.611293649
41,2405-2415,27.4343978,13.74797333,6.182920779,6.57370128,6.977926089,-19.94866707,9.087814966,2.48752996,-58.37087873,5.685538234,4.033963616,-3.892220249
42,2415-2425,29.03614809,14.56833851,6.542763588,6.950041148,7.378041125,-21.23873109,9.733163462,2.730499379,-61.85685361,6.071325593,4.275730314,-4.190466519
43,2425-2435,30.70296529,15.42186666,6.917272497,7.341723407,7.794582218,-22.58422764,10.40877017,2.985315867,-65.48259876,6.474030372,4.527161747,-4.506861827
44,2435-2445,32.43767062,16.30994215,7.307086607,7.749416701,8.228265432,-23.98757673,11.11592181,3.25245897,-69.25393579,6.894380269,4.788649672,-4.842279715
45,2445-2455,34.24323996,17.23402941,7.712879718,8.173825658,8.679845437,-25.45133759,11.85598433,3.532443039,-73.17702622,7.333147051,5.060609311,-5.197640108
46,2455-2465,36.12249781,18.19711805,8.135613613,8.615622706,9.150041291,-26.97847365,12.63017327,3.825684509,-77.25864987,7.791049325,5.343389925,-5.574066999
47,2465-2475,38.07944763,19.19808058,8.575566044,9.075746864,9.639860846,-28.57138583,13.44049914,4.133036972,-81.50536054,8.269160549,5.637646535,-5.972298797
48,2475-2485,40.11708017,20.23991251,9.033719972,9.554908361,10.15006438,-30.23318942,14.28829759,4.454977527,-85.92425838,8.768259702,5.943755345,-6.393527754
49,2485-2495,42.23901697,21.3244103,9.510894533,10.05396278,10.68156865,-31.96701926,15.17526521,4.792162657,-90.52290897,9.289301101,6.262228412,-6.838882376
50,2495-2505,44.4490377,22.45345148,10.00794455,10.57380275,11.23533028,-33.77615069,16.10318079,5.145284164,-95.30921869,9.833284041,6.593601359,-7.309547733
51,2505-2515,46.75108538,23.628997,10.52576171,11.11535928,11.8123471,-35.66400381,17.07390775,5.515069882,-100.2914446,10.4012541,6.938434005,-7.806767831
52,2515-2525,49.14927185,24.85309369,11.06527586,11.67960301,12.4136596,-37.63414809,18.0893968,5.902284487,-105.4782047,10.99430454,7.297311036,-8.331848045
53,2525-2535,51.64788324,26.12787684,11.62745623,12.26754562,13.04035236,-39.69030699,19.15168851,6.307730368,-110.878489,11.61357771,7.67084268,-8.886157573
54,2535-2545,54.25138564,27.45557276,12.21331274,12.88024111,13.69355553,-41.83636277,20.26291617,6.732248574,-116.5016698,12.26026658,8.05966542,-9.471131949
55,2545-2555,56.96443113,28.83850168,12.82389736,13.51878732,14.37444636,-44.07636165,21.42530876,7.176719863,-122.3575142,12.9356163,8.464442761,-10.08827564
56,2555-2565,59.7918642,30.27908068,13.46030564,14.18432743,15.08425089,-46.41451941,22.6411941,7.642065842,-128.4561967,13.64092601,8.88586606,-10.73916475
57,2565-2575,62.73872859,31.77982701,14.12367818,14.87805161,15.82424571,-48.85522724,23.9130023,8.129250206,-134.8083126,14.37755059,9.324655418,-11.42544981
58,2575-2585,65.81027455,33.3433615,14.81520235,15.60119876,16.59575981,-51.40305802,25.24326933,8.639280087,-141.424893,15.14690273,9.781560637,-12.14885874
59,2585-2595,69.01196655,34.97241227,15.53611402,16.35505831,17.40017655,-54.06277303,26.63464089,9.173207492,-148.3174204,15.95045494,10.25736224,-12.91119988
60,2595-2605,72.34949142,36.66981864,16.28769939,17.14097218,18.23893576,-56.83932902,28.08987649,9.732130848,-155.497845,16.78974186,10.75287258,-13.71436518
