Copying structure from population file,,,,,,,,,,,,,
Note: 2005-2015 values correspond to initial population levels in RICE2010.,,,,,,,,,,,,,
,,,,,,,,,,,,,
RICE Period,Year,US,Europe,Japan,Russia,Eurasia,China,India,MidEast,Africa,LatAm,OHI,Oasia
21,2205-2215,6.122052273,2.891943767,1.409988026,1.564068609,1.667074978,-3.398985113,1.233217508,-0.314890184,-12.1326294,0.811005585,0.836127282,-0.688973335
22,2215-2225,6.773101407,3.21882814,1.55647655,1.718266215,1.829568341,-3.858126213,1.427358396,-0.258858719,-13.51997414,0.942490038,0.932054206,-0.761184226
23,2225-2235,7.464093393,3.566341485,1.711788646,1.881605914,2.001821907,-4.355046405,1.640648519,-0.194253484,-14.99722828,1.085213217,1.03407631,-0.839061219
24,2235-2245,8.195608809,3.934913489,1.876080872,2.054256919,2.184020876,-4.889664896,1.873413049,-0.121030502,-16.56591394,1.23924511,1.142341823,-0.923271609
25,2245-2255,8.968064953,4.32486319,2.04946859,2.236344267,2.376302435,-5.461847011,2.125894592,-0.039156834,-18.22707245,1.404627756,1.256961684,-1.014451169
26,2255-2265,9.781801431,4.736442402,2.232046475,2.427971192,2.578779974,-6.071458947,2.398285733,0.051389408,-19.98146323,1.581390548,1.378022155,-1.113207145
27,2265-2275,10.64090686,5.171684631,2.42475706,2.630160253,2.792545407,-6.720783892,2.691694401,0.150648194,-21.83722447,1.770191968,1.50612026,-1.220700681
28,2275-2285,11.54208371,5.629029583,2.626860534,2.84210546,3.016745186,-7.407608484,3.005447534,0.258653651,-23.78756498,1.970503468,1.640804879,-1.337060541
29,2285-2295,12.48452599,6.108106112,2.838187111,3.063626051,3.251189782,-8.131199323,3.339397617,0.375388101,-25.83071579,2.182163069,1.781969435,-1.462638152
30,2295-2305,13.46896876,6.609277193,3.058915988,3.29491885,3.496090734,-8.891856071,3.693790702,0.500862672,-27.96801369,2.405276081,1.929717656,-1.597948877
31,2305-2315,14.49648341,7.133059041,3.289300372,3.536258453,3.751742334,-9.690179477,4.068989861,0.635123304,-30.20145674,2.640027411,2.084194825,-1.743542792
32,2315-2325,15.56821336,7.679995184,3.529607786,3.787932786,4.018453229,-10.5268961,4.465410015,0.778246544,-32.53317678,2.886636135,2.245551764,-1.899973916
33,2325-2335,16.68536193,8.250652991,3.780117734,4.050240863,4.296544044,-11.4028411,4.88351421,0.930338088,-34.96542632,3.145351516,2.413944444,-2.067798402
34,2335-2345,17.84922674,8.845642763,4.041129827,4.32350169,4.586356839,-12.31897365,5.323822849,1.09153361,-37.50065892,3.416457894,2.589540059,-2.247579695
35,2345-2355,19.06123027,9.465634644,4.312970909,4.608062004,4.88826333,-13.27639217,5.786922653,1.262000329,-40.14159938,3.700279599,2.772522366,-2.439894552
36,2355-2365,20.32293898,10.11136963,4.595999537,4.904301108,5.20267003,-14.27634325,6.273472832,1.441938489,-42.89128827,3.99718418,2.963095202,-2.645338459
37,2365-2375,21.63607337,10.78366575,4.890608367,5.212633438,5.530020991,-15.32022537,6.784208748,1.631582449,-45.75310613,4.307584123,3.161484547,-2.864530288
38,2375-2385,23.00251224,11.48342123,5.197225221,5.533509717,5.870799049,-16.40958913,7.319943839,1.831201367,-48.73078436,4.631937534,3.367939606,-3.098116314
39,2385-2395,24.42429385,12.21161564,5.516313406,5.867417311,6.225526222,-17.54613574,7.881570454,2.04109955,-51.82840849,4.970748217,3.5827333,-3.34677372
40,2395-2405,25.90361529,12.96931021,5.848371663,6.214880195,6.594763692,-18.73171456,8.470060084,2.261616559,-55.05041725,5.324565417,3.806162431,-3.611213726
41,2405-2415,27.44283129,13.75764751,6.193933954,6.576458749,6.979111612,-19.96832057,9.086463309,2.493127167,-58.4015997,5.693983444,4.038547655,-3.892184412
42,2415-2425,29.04445295,14.57785103,6.553569232,6.952749538,7.379208886,-21.25809203,9.731909654,2.73604124,-61.88709183,6.07964128,4.280233378,-4.190473317
43,2425-2435,30.71114667,15.43122468,6.927881255,7.344385135,7.79573301,-22.60330853,10.40760751,2.990803601,-65.51237336,6.482222257,4.531587635,-4.506909863
44,2435-2445,32.44573354,16.31915255,7.317508498,7.752034056,8.229400017,-24.00638964,11.11484419,3.257893908,-69.28326531,6.902453845,4.793001989,-4.842367651
45,2445-2455,34.25118929,17.24309875,7.723124177,8.176400806,8.680964545,-25.46989418,11.85498618,3.5378266,-73.20592858,7.341107591,5.064891476,-5.197766664
46,2455-2465,36.13033829,18.20605262,8.145689552,8.618157703,9.151145624,-26.99678517,12.62924951,3.831018184,-77.28714245,7.798901901,5.347605192,-5.574230955
47,2465-2475,38.08718381,19.20688635,8.585481855,9.078243651,9.640951075,-28.58946309,13.43964512,4.13832229,-81.53346006,8.276910009,5.641797987,-5.972498993
48,2475-2485,40.12471643,20.24859515,9.043483546,9.557368773,10.15114114,-30.25104274,14.28750905,4.460216031,-85.95198088,8.775910669,5.947845898,-6.393763086
49,2485-2495,42.24655753,21.33297525,9.520513321,10.05638855,10.68263256,-31.98465856,15.17453827,4.797355907,-90.55026987,9.296858,6.266260836,-6.839151797
50,2495-2505,44.45648661,22.46190392,10.01742558,10.57619553,11.23638192,-33.79358546,16.10251187,5.150433723,-95.33623284,9.840751103,6.597578285,-7.30985025
51,2505-2515,46.75844654,23.63734185,10.53511164,11.11772063,11.81338703,-35.68124316,17.07329357,5.520177303,-100.3181262,10.40863537,6.94235793,-7.807102504
52,2515-2525,49.15654899,24.86133565,11.07450096,11.68193441,12.41468836,-37.65120073,18.08883433,5.907351309,-105.5045675,11.00160387,7.301184331,-8.332213986
53,2525-2535,51.65507994,26.13602038,11.63656242,12.26984846,13.04137046,-39.70718122,19.15117497,6.312758103,-110.9045459,11.62079878,7.674667594,-8.88655394
54,2535-2545,54.25850532,27.46362214,12.22230561,12.88251672,13.69456345,-41.85306651,20.26244899,6.737238708,-116.5274335,12.2674129,8.063444089,-9.471557945
55,2545-2555,56.97147707,28.84646095,12.83278223,13.52103695,14.37544456,-44.09290248,21.42488557,7.181673846,-122.3829966,12.94269122,8.468177212,-10.08873051
56,2555-2565,59.79883952,30.28695369,13.46908749,14.18655228,15.08523981,-46.43090455,22.64081271,7.646985087,-128.4814092,13.6479327,8.889558218,-10.73964778
57,2565-2575,62.74563629,31.78761744,14.13236175,14.8802528,15.82522578,-48.87146355,23.91266067,8.134136089,-134.8332661,14.3844921,9.328307109,-11.42596034
58,2575-2585,65.81711747,33.35107284,14.82379211,15.60337736,16.59673141,-51.41915206,25.24296558,8.64413394,-141.4495981,15.15378194,9.785173594,-12.14939612
59,2585-2595,69.01874742,34.98004784,15.54461421,16.35721533,17.40114007,-54.07873104,26.63437328,9.178030606,-148.3418869,15.9572746,10.26093811,-12.91176351
60,2595-2605,72.35621282,36.67738159,16.29611402,17.14310858,18.23989157,-56.85515693,28.08964338,9.73692447,-155.5220825,16.79650459,10.75641293,-13.71495448
